frame,stamp_s,ey_m,epsi_rad,lane_width_m,paired,n_lines,confidence,reason,line_c0_m
00748.png,1787054721.452,-0.02952,-0.02180,0.28255,1,3,0.688,ok,-0.11179;0.17083;0.22021
00749.png,1787054721.503,-0.03411,-0.01110,0.29182,1,3,0.708,ok,-0.11181;0.18002;0.22021
00750.png,1787054721.552,-0.03314,-0.01253,0.29072,1,3,0.708,ok,-0.11224;0.17851;0.21934
00751.png,1787054721.602,0.01620,-0.00859,0.19194,1,3,0.708,ok,-0.11217;0.07978;0.22482
00752.png,1787054721.652,-0.04236,-0.02565,0.30902,1,3,0.750,ok,-0.11220;0.19692;0.21823
00753.png,1787054721.704,-0.03216,-0.02086,0.28571,1,3,0.729,ok,-0.11072;0.17505;0.21557
00754.png,1787054721.803,-0.03303,-0.01141,0.28921,1,3,0.688,ok,-0.11159;0.17764;0.21550
00755.png,1787054721.903,-0.03341,-0.01333,0.28978,1,3,0.688,ok,-0.11150;0.17831;0.22271
00756.png,1787054721.955,-0.04118,-0.02742,0.30347,1,3,0.708,ok,-0.11061;0.19297;0.21899
00757.png,1787054722.002,-0.03203,-0.02625,0.28551,1,3,0.688,ok,-0.11077;0.17483;0.28857
00758.png,1787054722.053,-0.04413,-0.02512,0.31031,1,3,0.729,ok,-0.11108;0.19934;0.20901
00759.png,1787054722.103,-0.03244,-0.02545,0.28562,1,3,0.688,ok,-0.11042;0.17529;0.20785
00760.png,1787054722.154,-0.03182,-0.02504,0.28487,1,3,0.708,ok,-0.11066;0.17430;0.21398
00761.png,1787054722.253,-0.06034,-0.06937,0.21415,1,4,0.375,ok,-0.11059;-0.04699;0.16768;0.21160
00762.png,1787054722.304,-0.03366,-0.02089,0.28793,1,3,0.688,ok,-0.11033;0.17766;0.21332
00763.png,1787054722.353,0.01091,-0.03989,0.19622,1,3,0.708,ok,-0.10909;0.08728;0.20705
00764.png,1787054722.402,-0.06274,-0.07531,0.22133,1,4,0.354,ok,-0.11038;-0.04824;0.17372;0.20984
00765.png,1787054722.453,-0.07393,-0.08470,0.22947,1,4,0.396,ok,-0.10986;-0.04122;0.18908;0.27151
00766.png,1787054722.503,-0.03617,-0.05753,0.29199,1,2,0.729,ok,-0.11006;0.18241
00767.png,1787054722.552,-0.01856,-0.02587,0.25692,0,2,0.458,single_line,-0.10990;0.01249
00768.png,1787054722.605,-0.03785,-0.20499,0.15106,1,3,0.396,ok,-0.10966;-0.03929;0.11500
00769.png,1787054722.653,-0.00796,-0.02754,0.23575,0,3,0.438,single_line,-0.10992;-0.05598;0.04163
00770.png,1787054722.703,-0.00420,-0.78634,0.23575,0,3,0.312,single_line,-0.11367;-0.11138;0.34206
00771.png,1787054722.752,-0.00687,-0.03258,0.23575,0,3,0.417,single_line,-0.11100;0.01036;0.43091
00772.png,1787054722.806,-0.00716,-0.03271,0.23575,0,3,0.438,single_line,-0.11071;-0.08233;0.33879
00773.png,1787054722.902,-0.00751,-0.03330,0.23575,0,3,0.417,single_line,-0.11036;-0.03017;0.41452
00774.png,1787054722.953,-0.00786,-0.03263,0.23575,0,3,0.396,single_line,-0.11001;-0.08493;0.33339
00775.png,1787054723.002,0.01348,-0.03252,0.19337,1,3,0.583,ok,-0.22113;-0.11022;0.08325
00776.png,1787054723.051,-0.00222,-0.03889,0.22727,0,3,0.417,single_line,-0.11141;-0.09400;0.33115
00777.png,1787054723.151,-0.00358,-0.03201,0.22727,0,2,0.417,single_line,-0.11005;0.00511
00778.png,1787054723.252,-0.04483,-0.19203,0.16681,1,3,0.375,ok,-0.11013;-0.04014;0.12980
00779.png,1787054723.302,0.00108,-0.02583,0.21518,0,2,0.438,single_line,-0.10867;-0.02486
00780.png,1787054723.352,0.02095,-0.03558,0.17982,1,2,0.771,ok,-0.11092;0.06901
00781.png,1787054723.403,0.03481,-0.02803,0.15091,1,2,0.771,ok,-0.11030;0.04067
00782.png,1787054723.452,0.03514,-0.03726,0.15053,1,2,0.833,ok,-0.11045;0.04018
00783.png,1787054723.503,-0.01396,-0.75145,0.18744,0,3,0.271,single_line,-0.11027;-0.07976;0.34761
00784.png,1787054723.555,0.01610,-0.03449,0.18744,0,2,0.438,single_line,-0.10982;0.02146
00785.png,1787054723.653,0.01058,-0.02676,0.19977,1,3,0.646,ok,-0.12075;-0.11051;0.08934
00786.png,1787054723.703,0.01373,-0.03443,0.18991,0,3,0.458,single_line,-0.10868;-0.01435;0.00761
00787.png,1787054723.753,0.01418,-0.03823,0.18991,0,2,0.438,single_line,-0.10913;0.00981
00788.png,1787054723.804,0.01385,-0.03816,0.18991,0,2,0.438,single_line,-0.10881;0.00883
00789.png,1787054723.854,0.00393,-0.02994,0.21411,1,3,0.729,ok,-0.11103;0.10317;0.17762
00790.png,1787054723.904,0.01349,-0.04533,0.19475,0,2,0.438,single_line,-0.11086;-0.02557
00791.png,1787054723.953,0.00906,-0.31602,0.19475,0,4,0.229,single_line,-0.10959;-0.01270;-0.00085;0.08832
00792.png,1787054724.053,-0.01861,-0.02774,0.25827,1,2,0.792,ok,-0.11057;0.14779
00793.png,1787054724.154,0.00094,-0.02893,0.21888,1,2,0.792,ok,-0.11043;0.10854
00794.png,1787054724.205,0.00601,-0.04292,0.20974,0,3,0.438,single_line,-0.11088;-0.07316;0.41650
00795.png,1787054724.254,0.01885,-0.01390,0.18027,1,2,0.792,ok,-0.10899;0.07130
00796.png,1787054724.304,-0.05918,-0.28708,0.17288,1,4,0.354,ok,-0.11104;-0.06330;-0.03095;0.14931
00797.png,1787054724.354,-0.09091,-0.15801,0.21682,1,3,0.375,ok,-0.11069;-0.01886;0.20069
00798.png,1787054724.454,0.02292,-0.60322,0.14388,1,3,0.438,ok,-0.11163;-0.11028;0.06444
00799.png,1787054724.504,-0.02746,-0.21057,0.17143,1,3,0.417,ok,-0.10993;-0.06019;0.11511
00800.png,1787054724.553,0.01602,-0.03561,0.18626,0,3,0.417,single_line,-0.10915;-0.01932;0.11261
00801.png,1787054724.605,0.01031,-0.41299,0.18626,0,3,0.208,single_line,-0.10953;0.02781;0.08282
00802.png,1787054724.654,0.01692,-0.03949,0.18626,0,2,0.417,single_line,-0.11005;-0.06600
00803.png,1787054724.705,0.01597,-0.79978,0.18626,0,2,0.375,single_line,-0.11163;-0.10910
00804.png,1787054724.753,0.01824,-0.04422,0.18626,0,3,0.417,single_line,-0.11136;-0.00749;0.12053
00805.png,1787054724.804,0.01802,-0.04329,0.18626,0,3,0.396,single_line,-0.13851;-0.11115;-0.03622
00806.png,1787054724.953,0.01902,-0.04669,0.18626,0,3,0.396,single_line,-0.17118;-0.11215;0.27948
00807.png,1787054725.003,-0.03447,-0.03596,0.29178,1,2,0.792,ok,-0.11151;0.18046
00808.png,1787054725.054,0.02455,-0.04333,0.17366,1,2,0.729,ok,-0.11147;0.06236
00809.png,1787054725.106,0.00493,-0.02822,0.21096,1,2,0.792,ok,-0.11045;0.10059
00810.png,1787054725.152,-0.05288,-0.16339,0.17600,1,3,0.417,ok,-0.11246;-0.03631;0.14206
00811.png,1787054725.203,-0.00732,-0.02014,0.23378,1,2,0.750,ok,-0.10960;0.12423
00812.png,1787054725.255,-0.06379,-0.13923,0.15331,1,3,0.458,ok,-0.11017;-0.01362;0.14119
00813.png,1787054725.306,-0.01749,-0.03037,0.25434,1,2,0.792,ok,-0.10974;0.14472
00814.png,1787054725.355,-0.07100,-0.12951,0.16716,1,3,0.417,ok,-0.11120;-0.01329;0.15528
00815.png,1787054725.404,-0.02390,-0.03839,0.26912,1,2,0.771,ok,-0.11076;0.15856
00816.png,1787054725.454,-0.03796,-0.03801,0.29702,1,3,0.708,ok,-0.11066;0.18658;0.27604
00817.png,1787054725.506,0.00136,-0.03541,0.21858,1,2,0.771,ok,-0.11072;0.10800
00818.png,1787054725.552,0.01407,-0.02780,0.19278,1,3,0.521,ok,-0.11050;0.08236;0.14440
00819.png,1787054725.603,-0.03135,-0.02709,0.28331,1,2,0.771,ok,-0.11036;0.17306
00820.png,1787054725.656,0.01603,-0.02684,0.18732,1,3,0.771,ok,-0.10972;0.07767;0.27464
00821.png,1787054725.705,-0.00763,-0.02663,0.23439,1,2,0.729,ok,-0.10961;0.12487
00822.png,1787054725.753,-0.07332,-0.13255,0.16814,1,3,0.375,ok,-0.11000;-0.01149;0.15813
00823.png,1787054725.804,-0.01083,-0.03501,0.24210,1,2,0.812,ok,-0.11029;0.13196
00824.png,1787054725.903,0.00003,-0.03781,0.22140,1,2,0.833,ok,-0.11080;0.11075
00825.png,1787054725.954,-0.02802,-0.14453,0.27381,1,3,0.792,ok,-0.11033;0.16636;0.27468
00826.png,1787054726.003,0.03095,-0.03272,0.15894,1,3,0.812,ok,-0.11047;0.04856;0.27518
00827.png,1787054726.053,-0.00702,-0.02722,0.23355,1,2,0.771,ok,-0.10979;0.12384
00828.png,1787054726.102,-0.00354,-0.02224,0.22631,1,3,0.792,ok,-0.10964;0.11673;0.17043
00829.png,1787054726.155,-0.16822,-0.24662,0.27819,1,3,0.458,ok,-0.11031;0.02479;0.31166
00830.png,1787054726.203,-0.00662,-0.03942,0.23261,0,3,0.417,single_line,-0.13632;-0.10969;0.26351
00831.png,1787054726.254,-0.00740,-0.03702,0.23261,0,3,0.417,single_line,-0.10891;-0.00440;0.00978
00832.png,1787054726.303,-0.00626,-0.04251,0.23261,0,3,0.458,single_line,-0.11005;-0.05774;0.34450
00833.png,1787054726.358,-0.00540,-0.04648,0.23261,0,3,0.438,single_line,-0.11091;0.01390;0.15011
00834.png,1787054726.454,0.00013,-0.54230,0.17129,1,3,0.479,ok,-0.11029;-0.10012;0.09987
00835.png,1787054726.557,-0.00095,-0.03944,0.22035,0,3,0.438,single_line,-0.10923;-0.06191;0.31727
00836.png,1787054726.654,-0.00062,-0.02622,0.22035,0,3,0.438,single_line,-0.10955;0.01586;0.08694
00837.png,1787054726.703,0.00081,-0.02561,0.22035,0,2,0.417,single_line,-0.11099;0.01343
00838.png,1787054726.753,-0.05119,-0.14414,0.21803,1,3,0.375,ok,-0.11059;-0.05897;0.16135
00839.png,1787054726.803,0.00176,-0.01877,0.21989,0,2,0.417,single_line,-0.11170;0.00278
00840.png,1787054726.856,-0.04329,-0.17798,0.19170,1,3,0.333,ok,-0.11125;-0.05410;0.14068
00841.png,1787054726.903,0.00535,-0.00965,0.21425,0,2,0.396,single_line,-0.11248;0.03220
00842.png,1787054726.954,-0.05465,-0.13092,0.21745,1,3,0.354,ok,-0.11185;-0.05501;0.16431
00843.png,1787054727.004,-0.05703,-0.13286,0.21015,1,4,0.375,ok,-0.11228;-0.04898;0.16304;0.27614
00844.png,1787054727.054,0.01053,0.02464,0.20375,1,2,0.688,ok,-0.11244;0.09137
00845.png,1787054727.303,-0.03318,0.00131,0.28953,1,3,0.792,ok,-0.11158;0.17794;0.21630
00846.png,1787054727.354,-0.03537,0.00964,0.29208,1,2,0.750,ok,-0.11067;0.18142
00847.png,1787054727.403,0.02696,-0.01273,0.17206,1,3,0.562,ok,-0.11300;0.05908;0.16765
00848.png,1787054727.453,0.02299,-0.01618,0.17779,1,2,0.917,ok,-0.11189;0.06592
00849.png,1787054727.506,-0.02313,-0.00995,0.26870,1,2,0.792,ok,-0.11123;0.15748
00850.png,1787054727.555,-0.02195,-0.04230,0.27020,1,2,0.771,ok,-0.11327;0.15717
00851.png,1787054727.603,0.01713,-0.01894,0.19316,1,3,0.521,ok,-0.11373;0.07946;0.12919
00852.png,1787054727.652,-0.02257,-0.01852,0.27337,1,2,0.708,ok,-0.11414;0.15928
00853.png,1787054727.702,0.01233,-0.10501,0.20329,1,2,0.812,ok,-0.11454;0.08988
00854.png,1787054727.753,-0.02676,-0.04142,0.28384,1,2,0.750,ok,-0.11528;0.16880
00855.png,1787054727.802,-0.00491,-0.03500,0.24067,0,3,0.417,single_line,-0.11543;-0.00879;0.10812
00856.png,1787054727.851,-0.06986,-0.13018,0.19331,1,3,0.396,ok,-0.11555;-0.02762;0.16734
00857.png,1787054727.902,-0.01738,-0.07740,0.26565,1,2,0.771,ok,-0.11585;0.15060
00858.png,1787054727.954,-0.03023,-0.06701,0.29104,1,2,0.729,ok,-0.11561;0.17608
00859.png,1787054728.003,-0.02895,-0.07510,0.28910,1,2,0.792,ok,-0.11601;0.17391
00860.png,1787054728.103,-0.02921,-0.07152,0.29046,1,2,0.729,ok,-0.11639;0.17482
00861.png,1787054728.152,-0.02391,-0.06692,0.28162,1,3,0.771,ok,-0.11721;0.16504;0.20569
00862.png,1787054728.203,-0.02420,-0.04867,0.28103,1,2,0.792,ok,-0.11648;0.16489
00863.png,1787054728.253,-0.01427,-0.05078,0.26390,1,2,0.729,ok,-0.11785;0.14639
00864.png,1787054728.304,-0.01673,-0.06060,0.26909,1,2,0.729,ok,-0.11806;0.15152
00865.png,1787054728.402,-0.02235,-0.06071,0.28133,1,2,0.688,ok,-0.11857;0.16327
00866.png,1787054728.453,-0.02085,-0.05356,0.28052,1,2,0.667,ok,-0.11961;0.16131
00867.png,1787054728.503,-0.02393,-0.06526,0.28858,1,2,0.667,ok,-0.12067;0.16853
00868.png,1787054728.553,-0.02240,-0.07288,0.28435,1,3,0.667,ok,-0.12016;0.16495;0.27327
00869.png,1787054728.603,-0.02300,-0.04688,0.28887,1,2,0.688,ok,-0.12159;0.16759
00870.png,1787054728.653,-0.01959,-0.06242,0.28004,1,3,0.667,ok,-0.12070;0.15988;0.25756
00871.png,1787054728.702,-0.01924,-0.06034,0.27950,1,3,0.667,ok,-0.12077;0.15924;0.25756
00872.png,1787054728.753,-0.02248,-0.03883,0.27595,1,3,0.688,ok,-0.11560;0.16056;0.25735
00873.png,1787054728.805,-0.01651,-0.06782,0.27450,1,3,0.708,ok,-0.12105;0.15408;0.27078
00874.png,1787054728.852,-0.02102,-0.06534,0.28289,1,3,0.771,ok,-0.12073;0.16277;0.21190
00875.png,1787054728.902,-0.02150,-0.07356,0.28376,1,2,0.750,ok,-0.12077;0.16376
00876.png,1787054728.953,-0.02115,-0.08065,0.28092,1,3,0.750,ok,-0.11977;0.16207;0.20922
00877.png,1787054729.003,-0.02234,-0.07777,0.28129,1,2,0.750,ok,-0.11873;0.16341
00878.png,1787054729.052,-0.02257,-0.08427,0.27990,1,3,0.750,ok,-0.11788;0.16302;0.20889
00879.png,1787054729.103,-0.02332,-0.08679,0.27918,1,3,0.729,ok,-0.11680;0.16344;0.26590
00880.png,1787054729.153,-0.02444,-0.07708,0.28107,1,2,0.729,ok,-0.11651;0.16540
00881.png,1787054729.203,-0.02169,-0.10736,0.27322,1,3,0.771,ok,-0.11571;0.15910;0.26555
00882.png,1787054729.252,-0.02210,-0.10439,0.27218,1,3,0.729,ok,-0.11474;0.15893;0.20129
00883.png,1787054729.302,0.00506,-0.14213,0.22005,1,3,0.792,ok,-0.11620;0.10609;0.26654
00884.png,1787054729.353,0.00290,-0.02206,0.22372,1,3,0.500,ok,-0.11479;0.10898;0.17153
00885.png,1787054729.402,-0.05404,-0.32226,0.22349,1,3,0.438,ok,-0.11555;-0.06377;0.17185
00886.png,1787054729.453,-0.05720,-0.14897,0.19905,1,3,0.417,ok,-0.11493;-0.04344;0.15784
00887.png,1787054729.502,-0.05391,-0.15296,0.21052,1,3,0.375,ok,-0.11625;-0.05259;0.16042
00888.png,1787054729.553,0.03236,-0.04582,0.16899,1,3,0.542,ok,-0.11694;0.05223;0.18202
00889.png,1787054729.602,0.01066,-0.03895,0.20697,1,2,0.854,ok,-0.11422;0.09290
00890.png,1787054729.652,-0.04333,-0.19105,0.17836,1,3,0.438,ok,-0.11453;-0.04751;0.13416
00891.png,1787054729.753,-0.06388,-0.23213,0.22406,1,3,0.375,ok,-0.11489;-0.05124;0.17900
00892.png,1787054729.853,0.01594,-0.02846,0.19716,1,3,0.500,ok,-0.11456;0.08268;0.16947
00893.png,1787054729.902,0.00601,-0.20867,0.21477,1,2,0.792,ok,-0.11578;0.10375
00894.png,1787054729.952,-0.02716,-0.12320,0.27966,1,3,0.688,ok,-0.11373;0.16806;0.18626
00895.png,1787054730.001,-0.06153,-0.22788,0.22082,1,4,0.396,ok,-0.11411;-0.05181;0.17487;0.23169
00896.png,1787054730.052,0.00756,-0.10187,0.21448,1,2,0.812,ok,-0.11536;0.10024
00897.png,1787054730.102,-0.02506,-0.08906,0.27826,1,3,0.729,ok,-0.11462;0.16474;0.26552
00898.png,1787054730.204,0.00521,-0.07480,0.21902,1,3,0.792,ok,-0.11503;0.10461;0.26754
00899.png,1787054730.252,-0.02745,-0.07413,0.28379,1,3,0.812,ok,-0.11483;0.16974;0.27154
00900.png,1787054730.303,-0.02498,-0.08426,0.27757,1,3,0.750,ok,-0.11430;0.16426;0.27247
00901.png,1787054730.353,-0.02295,-0.07266,0.27794,1,2,0.792,ok,-0.11639;0.16228
00902.png,1787054730.402,-0.00729,-0.06252,0.24417,1,2,0.812,ok,-0.11503;0.12961
00903.png,1787054730.453,-0.02567,-0.07254,0.28425,1,2,0.729,ok,-0.11683;0.16817
00904.png,1787054730.502,0.00262,-0.07294,0.22705,1,3,0.771,ok,-0.11645;0.11121;0.26801
00905.png,1787054730.704,0.01087,-0.07172,0.22248,1,3,0.729,ok,-0.12240;0.10066;0.24363
00906.png,1787054730.755,0.01420,-0.06048,0.21117,1,2,0.688,ok,-0.11998;0.09158
00907.png,1787054730.802,0.01556,-0.04092,0.21112,1,3,0.729,ok,-0.12121;0.09009;0.24357
00908.png,1787054730.852,0.01548,-0.01997,0.21398,1,3,0.667,ok,-0.12249;0.09153;0.38967
00909.png,1787054730.904,0.01867,-0.00860,0.21210,1,3,0.708,ok,-0.12473;0.08738;0.36452
00910.png,1787054730.953,0.01837,-0.00917,0.21673,1,3,0.708,ok,-0.12674;0.09000;0.25040
00911.png,1787054731.002,-0.00566,0.00839,0.26917,1,3,0.625,ok,-0.12893;0.14025;0.33217
00912.png,1787054731.054,-0.00430,0.02520,0.26698,1,3,0.625,ok,-0.12924;0.13783;0.53836
00913.png,1787054731.105,0.01998,0.02148,0.22155,1,3,0.604,ok,-0.13078;0.09082;0.37628
00914.png,1787054731.152,-0.00221,0.02075,0.26776,1,3,0.604,ok,-0.13169;0.13612;0.30871
00915.png,1787054731.204,-0.00160,0.02079,0.26860,1,3,0.625,ok,-0.13273;0.13592;0.24623
00916.png,1787054731.255,-0.00063,0.01220,0.26690,1,3,0.625,ok,-0.13283;0.13408;0.23956
00917.png,1787054731.352,0.00181,0.03658,0.26567,1,3,0.604,ok,-0.13474;0.13111;0.23502
00918.png,1787054731.403,0.00371,0.02661,0.26459,1,3,0.604,ok,-0.13606;0.12863;0.22638
00919.png,1787054731.552,0.00165,0.01757,0.26554,1,3,0.583,ok,-0.13444;0.13114;0.23257
00920.png,1787054731.755,0.00477,0.03782,0.26250,1,3,0.604,ok,-0.13612;0.12657;0.23361
00921.png,1787054731.855,0.00406,0.00606,0.26669,1,3,0.604,ok,-0.13741;0.12928;0.19492
00922.png,1787054731.953,0.00531,0.05221,0.26171,1,3,0.625,ok,-0.13634;0.12573;0.42647
00923.png,1787054732.002,0.00766,0.02289,0.25431,1,3,0.688,ok,-0.13484;0.11953;0.45969
00924.png,1787054732.053,0.00572,0.01521,0.26320,1,3,0.688,ok,-0.13734;0.12589;0.43438
00925.png,1787054732.102,0.00252,0.00600,0.26686,1,3,0.667,ok,-0.13595;0.13092;0.25672
00926.png,1787054732.302,0.00603,-0.00032,0.25696,1,3,0.708,ok,-0.13450;0.12245;0.43751
00927.png,1787054732.354,0.00712,-0.00706,0.25700,1,3,0.625,ok,-0.13562;0.12139;0.22158
00928.png,1787054732.455,0.00635,0.01664,0.25837,1,3,0.708,ok,-0.13555;0.12285;0.42168
00929.png,1787054732.503,0.00437,0.00780,0.26247,1,3,0.625,ok,-0.13561;0.12687;0.41700
00930.png,1787054732.552,0.00322,0.01083,0.26477,1,3,0.604,ok,-0.13561;0.12917;0.21614
00931.png,1787054732.653,0.00177,0.02001,0.26965,1,3,0.583,ok,-0.13662;0.13309;0.29178
00932.png,1787054732.752,0.00450,0.06684,0.26307,1,3,0.604,ok,-0.13632;0.12733;0.26757
00933.png,1787054732.809,0.00084,0.00097,0.27065,1,3,0.625,ok,-0.13617;0.13448;0.42065
00934.png,1787054732.852,0.00038,0.03462,0.27377,1,3,0.604,ok,-0.13735;0.13659;0.45120
00935.png,1787054732.907,0.03957,0.01576,0.19428,1,3,0.708,ok,-0.13672;0.05758;0.27002
00936.png,1787054732.953,0.00440,0.04421,0.26098,1,3,0.646,ok,-0.13502;0.12622;0.27979
00937.png,1787054733.002,0.00759,0.05344,0.25861,1,3,0.667,ok,-0.13707;0.12190;0.23801
00938.png,1787054733.052,0.00468,0.02446,0.26108,1,3,0.625,ok,-0.13526;0.12590;0.28420
00939.png,1787054733.102,0.03700,0.00235,0.19866,1,3,0.667,ok,-0.13633;0.06233;0.41356
00940.png,1787054733.152,0.00043,0.01941,0.27178,1,3,0.625,ok,-0.13635;0.13549;0.27908
00941.png,1787054733.201,0.00467,0.07523,0.26118,1,3,0.646,ok,-0.13563;0.12629;0.41375
00942.png,1787054733.252,0.00349,0.01841,0.26644,1,3,0.625,ok,-0.13673;0.12975;0.44594
00943.png,1787054733.301,0.00279,0.02439,0.26782,1,3,0.583,ok,-0.13674;0.13116;0.22294
00944.png,1787054733.352,0.00470,0.01456,0.26231,1,3,0.625,ok,-0.13587;0.12647;0.22251
00945.png,1787054733.403,0.00530,0.00933,0.26399,1,3,0.604,ok,-0.13730;0.12670;0.21361
00946.png,1787054733.452,0.00509,0.04908,0.26344,1,3,0.646,ok,-0.13697;0.12679;0.21937
00947.png,1787054733.502,0.00120,-0.00911,0.27222,1,3,0.625,ok,-0.13731;0.13491;0.21259
00948.png,1787054733.603,0.03185,-0.01758,0.21140,1,3,0.646,ok,-0.13757;0.07387;0.18650
00949.png,1787054733.653,0.03273,0.00441,0.21186,1,3,0.646,ok,-0.13866;0.07320;0.18488
00950.png,1787054733.704,0.03138,0.00205,0.21192,1,3,0.625,ok,-0.13734;0.07458;0.22706
00951.png,1787054733.752,0.03558,0.00179,0.20500,1,3,0.604,ok,-0.13808;0.06692;0.19233
00952.png,1787054733.802,0.03148,0.00525,0.21768,1,3,0.604,ok,-0.14033;0.07736;0.34214
00953.png,1787054733.852,0.03634,0.01285,0.21126,1,3,0.583,ok,-0.14198;0.06929;0.37485
00954.png,1787054733.903,0.04229,0.03397,0.20091,1,3,0.625,ok,-0.14280;0.05822;0.33035
00955.png,1787054733.953,0.04845,0.06257,0.18489,1,3,0.583,ok,-0.14108;0.04417;0.16359
00956.png,1787054734.054,0.01994,0.06211,0.24106,1,3,0.688,ok,-0.14071;0.10082;0.30658
00957.png,1787054734.101,0.02106,0.06766,0.24244,1,3,0.646,ok,-0.14255;0.10044;0.35096
00958.png,1787054734.152,0.02339,-0.04224,0.23957,1,3,0.688,ok,-0.14328;0.09650;0.44826
00959.png,1787054734.253,0.03599,-0.04664,0.21895,1,3,0.625,ok,-0.14558;0.07360;0.40655
00960.png,1787054734.304,0.01816,-0.05584,0.25383,1,3,0.646,ok,-0.14527;0.10896;0.20208
00961.png,1787054734.352,0.03703,-0.05167,0.21188,1,3,0.688,ok,-0.14311;0.06905;0.19419
00962.png,1787054734.402,0.04224,-0.07529,0.20700,1,3,0.688,ok,-0.14604;0.06156;0.16750
00963.png,1787054734.452,0.04425,-0.07056,0.20450,1,2,0.667,ok,-0.14676;0.05825
00964.png,1787054734.503,0.04385,-0.08114,0.20750,1,3,0.708,ok,-0.14794;0.06024;0.24484
00965.png,1787054734.553,0.04459,-0.07836,0.20001,1,3,0.708,ok,-0.14491;0.05572;0.24766
00966.png,1787054734.602,0.04364,-0.07220,0.22520,1,2,0.646,ok,-0.15653;0.06926
00967.png,1787054734.653,0.04361,-0.06346,0.22325,1,3,0.625,ok,-0.15546;0.06824;0.24454
00968.png,1787054734.702,0.02888,-0.06632,0.25320,1,3,0.708,ok,-0.15576;0.09800;0.21870
00969.png,1787054734.753,0.02694,-0.07709,0.25858,1,3,0.688,ok,-0.15662;0.10273;0.21791
00970.png,1787054734.802,0.02745,-0.06761,0.25482,1,3,0.708,ok,-0.15516;0.10025;0.24588
00971.png,1787054734.852,0.02998,-0.08345,0.24858,1,2,0.792,ok,-0.15470;0.09474
00972.png,1787054734.902,0.07487,-0.03919,0.16248,1,4,0.333,ok,-0.15618;0.00643;0.07830;0.21605
00973.png,1787054734.952,0.07357,-0.06370,0.16868,1,4,0.333,ok,-0.15808;0.01094;0.07755;0.21727
00974.png,1787054735.052,0.04973,-0.04385,0.20688,1,2,0.729,ok,-0.15327;0.05381
00975.png,1787054735.151,0.04531,-0.12218,0.21417,1,2,0.646,ok,-0.15320;0.06258
00976.png,1787054735.202,0.05524,0.10762,0.19726,1,4,0.354,ok,-0.15445;0.04396;0.09455;0.21398
00977.png,1787054735.252,0.05509,-0.01826,0.19852,1,3,0.333,ok,-0.15437;0.04418;0.08585
00978.png,1787054735.302,0.03028,-0.12570,0.24536,1,2,0.750,ok,-0.15393;0.09337
00979.png,1787054735.351,0.02758,-0.10314,0.24642,1,3,0.729,ok,-0.15144;0.09629;0.21519
00980.png,1787054735.402,0.02612,-0.00232,0.25114,1,3,0.750,ok,-0.15169;0.09945;0.21467
00981.png,1787054735.503,0.02053,-0.00916,0.25492,1,3,0.646,ok,-0.14799;0.10693;0.25422
00982.png,1787054735.554,0.02170,-0.12202,0.25281,1,2,0.625,ok,-0.14905;0.10565
00983.png,1787054735.602,0.01896,-0.02569,0.25581,1,3,0.625,ok,-0.14690;0.10899;0.25441
00984.png,1787054735.653,0.02157,-0.01742,0.25102,1,3,0.646,ok,-0.14710;0.10396;0.23820
00985.png,1787054735.702,0.01778,-0.01757,0.25305,1,3,0.667,ok,-0.14432;0.10876;0.26439
00986.png,1787054735.754,0.01865,-0.01600,0.25104,1,3,0.688,ok,-0.14419;0.10688;0.26839
00987.png,1787054735.803,0.00536,0.00088,0.28000,1,3,0.646,ok,-0.14536;0.13464;0.27239
00988.png,1787054735.854,0.02399,-0.00712,0.24635,1,3,0.583,ok,-0.14716;0.09919;0.28110
00989.png,1787054735.902,0.02261,-0.00571,0.24475,1,3,0.667,ok,-0.14499;0.09976;0.25965
00990.png,1787054735.953,0.01070,-0.01121,0.26871,1,3,0.646,ok,-0.14507;0.12366;0.22945
00991.png,1787054736.002,0.00773,-0.02154,0.26991,1,3,0.646,ok,-0.14272;0.12726;0.23489
00992.png,1787054736.053,0.00537,-0.00155,0.27271,1,3,0.667,ok,-0.14173;0.13098;0.24058
00993.png,1787054736.103,0.00292,-0.00820,0.27661,1,3,0.667,ok,-0.14123;0.13539;0.25210
00994.png,1787054736.153,0.00163,-0.01572,0.27338,1,3,0.729,ok,-0.13833;0.13508;0.23471
00995.png,1787054736.203,0.01768,-0.01420,0.24230,1,3,0.750,ok,-0.13884;0.10348;0.25803
00996.png,1787054736.253,0.00904,-0.02755,0.25874,1,3,0.708,ok,-0.13845;0.12038;0.24090
00997.png,1787054736.303,-0.00080,-0.02904,0.27632,1,3,0.771,ok,-0.13742;0.13902;0.23404
00998.png,1787054736.352,-0.00696,-0.03299,0.27943,1,3,0.771,ok,-0.13283;0.14676;0.23561
00999.png,1787054736.403,0.02153,-0.03798,0.22318,1,3,0.792,ok,-0.13319;0.09014;0.23530
01000.png,1787054736.503,0.02116,-0.02563,0.21356,1,3,0.750,ok,-0.12797;0.08566;0.23220
01001.png,1787054736.553,0.01968,-0.01609,0.21467,1,3,0.771,ok,-0.12703;0.08767;0.23187
01002.png,1787054736.602,0.01121,0.00924,0.22711,1,3,0.812,ok,-0.12476;0.10235;0.28440
01003.png,1787054736.655,-0.01420,0.01294,0.27284,1,3,0.750,ok,-0.12223;0.15063;0.23737
